ID,MSE,PSNR_dB,SSIM
chromosphere_100p_100_199/chromosphere_100p_00100.fits,0.003860016927146532,24.13410790833371,0.7720806863944745
chromosphere_100p_100_199/chromosphere_100p_00101.fits,0.0021093813167092743,26.758449049577408,0.6402110813032778
chromosphere_100p_100_199/chromosphere_100p_00102.fits,0.005755993429671121,22.398797104719172,0.719929609043902
chromosphere_100p_100_199/chromosphere_100p_00103.fits,0.0007990671537752227,30.974167209507296,0.7964880002109567
chromosphere_100p_100_199/chromosphere_100p_00104.fits,0.006222757790234266,22.060171028258893,0.6942379256615823
chromosphere_100p_100_199/chromosphere_100p_00105.fits,0.009414097596571615,20.26221303646501,0.5367613916700833
chromosphere_100p_100_199/chromosphere_100p_00106.fits,0.003034303534326644,25.17940977046491,0.7427702732820762
chromosphere_100p_100_199/chromosphere_100p_00107.fits,0.005777987753286706,22.382233829981637,0.6950064397251481
chromosphere_100p_100_199/chromosphere_100p_00108.fits,0.001417526756475824,28.484687348476577,0.766863749246113
chromosphere_100p_100_199/chromosphere_100p_00109.fits,0.009995075349511594,20.00213927533483,0.693781286576268
chromosphere_100p_100_199/chromosphere_100p_00110.fits,0.0034459006149409194,24.62697252426345,0.7798305232645362
chromosphere_100p_100_199/chromosphere_100p_00111.fits,0.0020626550292402778,26.85573399959457,0.8104818702704506
chromosphere_100p_100_199/chromosphere_100p_00112.fits,0.005283655033811884,22.77065544918706,0.7086145332359592
chromosphere_100p_100_199/chromosphere_100p_00113.fits,0.00185681395342178,27.31231608941996,0.8526139087334741
chromosphere_100p_100_199/chromosphere_100p_00114.fits,0.004138708778845659,23.831351317509643,0.7361720119588426
chromosphere_100p_100_199/chromosphere_100p_00115.fits,0.003888815181350352,24.101826965097803,0.7341821351437829
chromosphere_100p_100_199/chromosphere_100p_00116.fits,0.0018843353460896077,27.248418053668445,0.8451673423842294
chromosphere_100p_100_199/chromosphere_100p_00117.fits,0.0014110616049473421,28.50454025150936,0.7935901165037649
chromosphere_100p_100_199/chromosphere_100p_00118.fits,0.0051451843738739,22.885990580013818,0.638915261015427
chromosphere_100p_100_199/chromosphere_100p_00119.fits,0.0033270113730934974,24.77945714531446,0.78153868609661
chromosphere_100p_100_199/chromosphere_100p_00120.fits,0.013177944290135891,18.801523327679718,0.6747720948806091
chromosphere_100p_100_199/chromosphere_100p_00121.fits,0.001428081580207058,28.45246982460572,0.8466272989317076
chromosphere_100p_100_199/chromosphere_100p_00122.fits,0.004716157266958933,23.264117211694728,0.8339973661641125
chromosphere_100p_100_199/chromosphere_100p_00123.fits,0.00418742803213838,23.780526439583845,0.7832885385942063
chromosphere_100p_100_199/chromosphere_100p_00124.fits,0.0008656489478458496,30.626581944991337,0.8733651406073477
chromosphere_100p_100_199/chromosphere_100p_00125.fits,0.0041138807788583245,23.857482984055643,0.7805497591180028
chromosphere_100p_100_199/chromosphere_100p_00126.fits,0.004557959523034046,23.412295358912758,0.7801259219377243
chromosphere_100p_100_199/chromosphere_100p_00127.fits,0.002699955003041077,25.686434736535322,0.7758092528165434
chromosphere_100p_100_199/chromosphere_100p_00128.fits,0.0026484470714022556,25.77008701915706,0.7430592309392523
chromosphere_100p_100_199/chromosphere_100p_00129.fits,0.0032250496061823693,24.91463600865742,0.7274710752280953
chromosphere_100p_100_199/chromosphere_100p_00130.fits,0.004706518289721188,23.27300249286683,0.7266053521598224
chromosphere_100p_100_199/chromosphere_100p_00131.fits,0.002412861667419806,26.17467576059868,0.7160435781770502
chromosphere_100p_100_199/chromosphere_100p_00132.fits,0.000979973880259235,30.087854996242967,0.8250186363729881
chromosphere_100p_100_199/chromosphere_100p_00133.fits,0.0069894359922317685,21.55557867937306,0.7786650790803833
chromosphere_100p_100_199/chromosphere_100p_00134.fits,0.0038923958564813853,24.09782998428569,0.7006398930425348
chromosphere_100p_100_199/chromosphere_100p_00135.fits,0.0015712101471334811,28.037657248028943,0.8132401693437714
chromosphere_100p_100_199/chromosphere_100p_00136.fits,0.003029507670719845,25.1862794353151,0.781119931860303
chromosphere_100p_100_199/chromosphere_100p_00137.fits,0.003273569417468662,24.849784452402467,0.7443575650686398
chromosphere_100p_100_199/chromosphere_100p_00138.fits,0.0057410773196894995,22.410066041011373,0.421168514691999
chromosphere_100p_100_199/chromosphere_100p_00139.fits,0.006372807255507907,21.956692164856427,0.7807715270828339
chromosphere_100p_100_199/chromosphere_100p_00140.fits,0.0024693099877245825,26.074243869786887,0.8597329424810596
chromosphere_100p_100_199/chromosphere_100p_00141.fits,0.0010782068216718481,29.672979247749872,0.8147940718772588
chromosphere_100p_100_199/chromosphere_100p_00142.fits,0.0036369153954888505,24.392668016947265,0.7430121378201875
chromosphere_100p_100_199/chromosphere_100p_00143.fits,0.0037189202106407706,24.29583139320553,0.8008461993231322
chromosphere_100p_100_199/chromosphere_100p_00144.fits,0.0016192679822531367,27.90681271331382,0.8494505922135431
chromosphere_100p_100_199/chromosphere_100p_00145.fits,0.0027866066024929657,25.54924338220955,0.8170794988254784
chromosphere_100p_100_199/chromosphere_100p_00146.fits,0.003100169028254059,25.086146267990173,0.8201056293328293
chromosphere_100p_100_199/chromosphere_100p_00147.fits,0.0021004672565610788,26.77684084135834,0.7907996438734699
chromosphere_100p_100_199/chromosphere_100p_00148.fits,0.0016377648469005097,27.857484548496245,0.779399392697087
chromosphere_100p_100_199/chromosphere_100p_00149.fits,0.002084939655025695,26.80906510411381,0.8381953334755963
chromosphere_100p_100_199/chromosphere_100p_00150.fits,0.0011889754462191184,29.248271139949786,0.829310301465739
chromosphere_100p_100_199/chromosphere_100p_00151.fits,0.0032337747691406726,24.902902317783244,0.855179532954935
chromosphere_100p_100_199/chromosphere_100p_00152.fits,0.0018384137021401892,27.355567517423335,0.7753438133731834
chromosphere_100p_100_199/chromosphere_100p_00153.fits,0.00347109472899824,24.595335339172276,0.8598946812853683
chromosphere_100p_100_199/chromosphere_100p_00154.fits,0.0016208075544250702,27.902685477750854,0.7724824376200559
chromosphere_100p_100_199/chromosphere_100p_00155.fits,0.007091413159214858,21.492672110660195,0.7974316222753259
chromosphere_100p_100_199/chromosphere_100p_00156.fits,0.006802658072767858,21.673213577682407,0.7929380969580961
chromosphere_100p_100_199/chromosphere_100p_00157.fits,0.003419622521220556,24.660218313704135,0.7840054072294151
chromosphere_100p_100_199/chromosphere_100p_00158.fits,0.0028504789384170568,25.45082163557602,0.8387107316157199
chromosphere_100p_100_199/chromosphere_100p_00159.fits,0.0008020565984510422,30.957949839257203,0.8627184557990404
chromosphere_100p_100_199/chromosphere_100p_00160.fits,0.0024535144223921117,26.102113847803142,0.8450158218111028
chromosphere_100p_100_199/chromosphere_100p_00161.fits,0.006439505291369253,21.911474956030858,0.7552160468985676
chromosphere_100p_100_199/chromosphere_100p_00162.fits,0.00275124197021063,25.604712119709184,0.8303694945861935
chromosphere_100p_100_199/chromosphere_100p_00163.fits,0.0032320084003247813,24.905275191196182,0.8189177412496065
chromosphere_100p_100_199/chromosphere_100p_00164.fits,0.004087022764071501,23.885929433299758,0.7017848600771686
chromosphere_100p_100_199/chromosphere_100p_00165.fits,0.0012323576708930474,29.09263227275971,0.8453713841008721
chromosphere_100p_100_199/chromosphere_100p_00166.fits,0.0011019295541765336,29.578461688329824,0.8406833521657973
chromosphere_100p_100_199/chromosphere_100p_00167.fits,0.00300486608543507,25.221748779549245,0.8200031432934338
chromosphere_100p_100_199/chromosphere_100p_00168.fits,0.0008764758809816228,30.572600303981517,0.8628881422628183
chromosphere_100p_100_199/chromosphere_100p_00169.fits,0.0014639710345789915,28.34467515932651,0.8398953409778187
chromosphere_100p_100_199/chromosphere_100p_00170.fits,0.0029085232158087716,25.363274653167384,0.8558518264180748
chromosphere_100p_100_199/chromosphere_100p_00171.fits,0.000948446645607879,30.229870951072346,0.8688598003645893
chromosphere_100p_100_199/chromosphere_100p_00172.fits,0.003984618834114305,23.996132165911387,0.7787401404129923
chromosphere_100p_100_199/chromosphere_100p_00173.fits,0.0011418062361902512,29.424075893415814,0.8044119702026364
chromosphere_100p_100_199/chromosphere_100p_00174.fits,0.0025532929421701596,25.928993552429453,0.6164601468153705
chromosphere_100p_100_199/chromosphere_100p_00175.fits,0.0013862239156720421,28.58166612807636,0.7523995721276151
chromosphere_100p_100_199/chromosphere_100p_00176.fits,0.0022014493344120886,26.5729130522533,0.664671271781117
chromosphere_100p_100_199/chromosphere_100p_00177.fits,0.006623080410311522,21.789399721850927,0.6056886755368396
chromosphere_100p_100_199/chromosphere_100p_00178.fits,0.01776810063586783,17.503589946735453,0.30728457829795275
chromosphere_100p_100_199/chromosphere_100p_00179.fits,0.0104153723484431,19.823251994576072,0.6587263619138639
chromosphere_100p_100_199/chromosphere_100p_00180.fits,0.009804888542216724,20.08557338842232,0.5546279764581925
chromosphere_100p_100_199/chromosphere_100p_00181.fits,0.006687645838383239,21.74726734149857,0.7485072270428645
chromosphere_100p_100_199/chromosphere_100p_00182.fits,0.0064317214581787,21.916727720636114,0.642064272654352
chromosphere_100p_100_199/chromosphere_100p_00183.fits,0.010425269231254065,19.819127206095345,0.7025743743615749
chromosphere_100p_100_199/chromosphere_100p_00184.fits,0.0024284022187235927,26.14679379003267,0.6801546966798924
chromosphere_100p_100_199/chromosphere_100p_00185.fits,0.0030893861727952763,25.10127801562071,0.7457761088735424
chromosphere_100p_100_199/chromosphere_100p_00186.fits,0.006203525372011905,22.073614371964986,0.6555723810517975
chromosphere_100p_100_199/chromosphere_100p_00187.fits,0.00325591251732991,24.873272726253717,0.8127669845998753
chromosphere_100p_100_199/chromosphere_100p_00188.fits,0.002155179642887278,26.66516523803475,0.7742774742655456
chromosphere_100p_100_199/chromosphere_100p_00189.fits,0.02211572979724157,16.552987247689245,0.685514788277942
chromosphere_100p_100_199/chromosphere_100p_00190.fits,0.004890312229197734,23.106634118193654,0.74667180763754
chromosphere_100p_100_199/chromosphere_100p_00191.fits,0.0022972502141089157,26.38791699324497,0.8384807655529585
chromosphere_100p_100_199/chromosphere_100p_00192.fits,0.0024849158730800144,26.04688309737725,0.7772854316717712
chromosphere_100p_100_199/chromosphere_100p_00193.fits,0.0032939263913716794,24.822861101384216,0.7464788107899949
chromosphere_100p_100_199/chromosphere_100p_00194.fits,0.0022138528261335987,26.548512537926896,0.7746660976990825
chromosphere_100p_100_199/chromosphere_100p_00195.fits,0.003391216564954825,24.696444750518598,0.7124441206469783
chromosphere_100p_100_199/chromosphere_100p_00196.fits,0.0011492635859745768,29.39580353552058,0.8299473024962936
chromosphere_100p_100_199/chromosphere_100p_00197.fits,0.003172257695465589,24.986315404045886,0.7946473702104413
chromosphere_100p_100_199/chromosphere_100p_00198.fits,0.012939551005251652,18.880807931669082,0.7026564983643766
chromosphere_100p_100_199/chromosphere_100p_00199.fits,0.003481807802421151,24.581952058354855,0.744378163406509
