ID,MSE,PSNR_dB,SSIM
00000,0.0008381009262264504,30.767036793840926,0.855756744077113
00001,0.003245201116329497,24.88758383299492,0.8098869732581111
00002,0.0005780374390645503,32.38044031730734,0.8223609930492737
00003,0.0009412082222287474,30.263142875595772,0.8418618171274823
00004,0.0005520309360812335,32.58036583515543,0.8336190079550937
00005,0.0008304190613888715,30.80702690611954,0.8478049292713521
00006,0.0006216821807542905,32.06431580614779,0.8248733755026946
00007,0.0010571325576038356,29.758705515512904,0.8252977937157244
00008,0.0015983436423219744,27.963298420936205,0.8037161628466405
00009,0.0009709963745756059,30.127823916210872,0.8813450454295788
00010,0.02581083615682367,15.881979260096985,0.5400492215252584
00011,0.0015846514659571735,28.00066243260978,0.8353570368929412
00012,0.0019494909395960968,27.10078778887159,0.7959009041652801
00013,0.0004723789684753273,33.25709446533629,0.8958586648869443
00014,0.00209309298793959,26.79211477226541,0.7707918035703148
00015,0.0007437145231922632,31.285937375649908,0.8883043976416483
00016,0.0013499689852579837,28.696762090502098,0.8407573604024405
00017,0.0013189741063412586,28.79763730294037,0.8149960848667575
00018,0.0004041665778743269,33.93439602856563,0.873483271895769
00019,0.0012513781143956592,29.02611444755903,0.826415710959673
00020,0.0005578195961996058,32.53506233039015,0.8771613157493447
00021,0.000519723835917079,32.84227364820638,0.9015607890794617
00022,0.0011969496551051328,29.21924116067982,0.8438745151695248
00023,0.0009007197400362366,30.45410319220418,0.8881534098078601
00024,0.0014352356068760004,28.43076799719478,0.8849303136037894
00025,0.0006666177995538712,31.76123094298618,0.8506151313988187
00026,0.0005666987922113435,32.46647712956718,0.8743779860868292
00027,0.0007496976231269302,31.251138660573087,0.9091354375751305
00028,0.0006233292880896827,32.05282466631339,0.8844627032796578
00029,0.0005005650243729339,33.00539498819873,0.8221422427299716
00030,0.0009536069380698862,30.206305978361108,0.8708361402184035
00031,0.0012569498991250668,29.006820325504417,0.8173060016223423
00032,0.0005902103785893767,32.289931578918605,0.835908497828589
00033,0.0004486966197722673,33.48047202184736,0.8802320304775828
00034,0.0010633948936545287,29.733054294675668,0.7575497216624065
00035,0.0008830959609276994,30.539921015900543,0.8944476052819572
00036,0.0008756688627125308,30.576600927869553,0.8349641316890847
00037,0.0009006525260513498,30.454427285822206,0.7075887377792255
00038,0.000700801857851061,31.54404755508077,0.8744998751026323
00039,0.0005130884432929874,32.89807767201189,0.88290765548465
00040,0.0002980865336647873,35.25657643179629,0.8926402888602244
00041,0.00022010225759564118,36.57375502851918,0.9381840721000534
00042,0.0006635388124339994,31.78133668831309,0.8941899828327684
00043,0.0005737008410408127,32.4131451344488,0.8890130409212789
00044,0.0008391635106179714,30.76153408849054,0.8914623252874457
00045,0.0005739936686309934,32.41092898009322,0.9094593208839284
00046,0.0009373756900697667,30.280863136763333,0.744015223526061
00047,0.0028628558465752024,25.43200519464635,0.8022986284529542
00048,0.0002783232967281413,35.55450440029509,0.8894825663328015
00049,0.0005776353983440135,32.383462004203864,0.8822190711747842
00050,0.0002748839976301061,35.60850541870711,0.9044592348215156
00051,0.0006210848704601923,32.068490499778946,0.8591884302367696
00052,0.00023819268959177919,36.23071571646988,0.9320535380142927
00053,0.0004721688540499992,33.25902663933145,0.9092018695313189
00054,0.003008836542136262,25.216014050736376,0.6177588395723819
00055,0.0004934075785040262,33.06794184239872,0.8761497420148587
00056,0.0032032300461281925,24.944118705224298,0.8571523743873378
00057,0.0008305102198663746,30.806550189570014,0.8952122470805095
00058,0.0011536188230316642,29.37937666397104,0.8371031245847419
00059,0.0009692642175042958,30.13557819891682,0.7782456902425593
00060,0.001204661286560403,29.19135046081645,0.880815386591758
00061,0.0008715759593165959,30.59694757407122,0.7725501233310976
00062,0.002170365256162537,26.63467171503033,0.8110542364385638
00063,0.003593076327523687,24.445335570034594,0.7605292951415344
00064,0.0006057706851961411,32.17691747123332,0.8329214811700137
00065,0.001112098463489592,29.538567592853507,0.8488127716722145
00066,0.0009757267460924385,30.106717902020588,0.7568688309895699
00067,0.0014486291718698882,28.39042773412153,0.7960166196597103
00068,0.0016978259778768982,27.701068257062364,0.8470975064794292
00069,0.004051898535120628,23.92341438481783,0.6635959387183732
00070,0.0007972084797840893,30.98428090423317,0.8949132807289607
00071,0.0016640347136270602,27.788376180816968,0.8634580047468305
