ID,prefix,MSE,PSNR_dB,SSIM,p,sigma,frames_used
00088,continuum_200p,0.0013236489506247885,28.782271803206378,0.7887666847943232,11,9.0,100
00089,continuum_200p,0.0012383040946374417,29.071726910140754,0.8786053912626409,11,9.0,100
00090,continuum_200p,0.0005940638948521863,32.261668417370146,0.919723792573438,11,9.0,100
00091,continuum_200p,0.0021286286296912328,26.71900100959142,0.897009892897821,11,9.0,100
00092,continuum_200p,0.003798166375894324,24.204260152308493,0.6881118256429731,11,9.0,100
00093,continuum_200p,0.0033943711419963233,24.69240673477191,0.7346637220470709,11,9.0,100
00094,continuum_200p,0.0009442916007841397,30.248938732274503,0.90063542507158,11,9.0,100
00095,continuum_200p,0.002244393663680736,26.489009660567895,0.6397987773391859,11,9.0,100
00096,continuum_200p,0.0007083393776381077,31.497586144551995,0.8645490240183995,11,9.0,100
00097,continuum_200p,0.0011591029216708503,29.35877999472829,0.7641137120370348,11,9.0,100
00098,continuum_200p,0.001248710862742328,29.03538110266585,0.8506373037908326,11,9.0,100
00099,continuum_200p,0.0017304669624518111,27.618366877086785,0.7672180105912279,11,9.0,100
