ID,prefix,MSE,PSNR_dB,SSIM,p,sigma,frames_used
00143,chromosphere_100p,0.0024035831369990344,26.191408515609282,0.8982263338839402,11,4.5,50
00144,chromosphere_100p,0.0022325392065888345,26.512009055387786,0.9347497936396394,11,4.5,50
00145,chromosphere_100p,0.0010944566086158606,29.60801452014963,0.9261758180509787,11,4.5,50
00146,chromosphere_100p,0.0029553223745888463,25.293951381774214,0.9159932220354676,11,4.5,50
00147,chromosphere_100p,0.0017986795723045864,27.450461976186695,0.9055758504546247,11,4.5,50
00148,chromosphere_100p,0.0017485546161693324,27.57320797938368,0.8808066047422471,11,4.5,50
00149,chromosphere_100p,0.0009126553441198257,30.39693198814441,0.9443689571635332,11,4.5,50
00150,chromosphere_100p,0.0007711571405809418,31.12857115679965,0.9346074343338842,11,4.5,50
00151,chromosphere_100p,0.0031706361022620657,24.988535996154106,0.9067650772485649,11,4.5,50
00152,chromosphere_100p,0.0010632176146658635,29.733778369103064,0.9257213416567538,11,4.5,50
00153,chromosphere_100p,0.002239086318141632,26.499291637813954,0.9022783106338466,11,4.5,50
00154,chromosphere_100p,0.0006599130515664008,31.805132822043035,0.9221199682360748,11,4.5,50
00155,chromosphere_100p,0.003588028971714517,24.45144058881862,0.9239726363011869,11,4.5,50
00156,chromosphere_100p,0.0025044291481494166,26.01291250260351,0.917807661666302,11,4.5,50
00157,chromosphere_100p,0.002321996990949643,26.341383473945218,0.9035196026234189,11,4.5,50
00158,chromosphere_100p,0.0007756734482681373,31.103210744421,0.9256149629800348,11,4.5,50
00159,chromosphere_100p,0.0008922379464567485,30.49519310363258,0.9383093304932117,11,4.5,50
00160,chromosphere_100p,0.0026111448816934376,25.831690302933584,0.9070056792988908,11,4.5,50
00161,chromosphere_100p,0.003917722254069057,24.069663564476798,0.883543940144591,11,4.5,50
00162,chromosphere_100p,0.0016927712449455808,27.714017269296015,0.9117128849320579,11,4.5,50
00163,chromosphere_100p,0.002398450859183235,26.20069175177732,0.8907823501867824,11,4.5,50
00164,chromosphere_100p,0.003615002667829314,24.41891377865129,0.878051702529774,11,4.5,50
00165,chromosphere_100p,0.000990910686341714,30.03965487973813,0.9456534345226828,11,4.5,50
00166,chromosphere_100p,0.0008124509934889093,30.902028259173676,0.9364933488104725,11,4.5,50
00167,chromosphere_100p,0.0013473339012671645,28.70524762474709,0.9225284307030961,11,4.5,50
00168,chromosphere_100p,0.0008946573635981654,30.48343259197732,0.9415706748550292,11,4.5,50
00169,chromosphere_100p,0.0007366918329292814,31.32714144768989,0.9357244745478965,11,4.5,50
00170,chromosphere_100p,0.0017748389700015371,27.50841044080555,0.9350761361129116,11,4.5,50
00171,chromosphere_100p,0.0006020507195069805,32.203669202469186,0.9541400087036891,11,4.5,50
00172,chromosphere_100p,0.0019393908798472541,27.123346510282907,0.9144615655532107,11,4.5,50
00173,chromosphere_100p,0.0008765827813052511,30.572070644344663,0.9327910684078233,11,4.5,50
00174,chromosphere_100p,0.00141178298798285,28.502320556672004,0.8340416359424125,11,4.5,50
00175,chromosphere_100p,0.0006151373009001027,32.11027937284629,0.9373327261564555,11,4.5,50
00176,chromosphere_100p,0.0024371670403636895,26.131147037975953,0.8201041044594604,11,4.5,50
00177,chromosphere_100p,0.0024699646414118024,26.073092638049722,0.8755985970201436,11,4.5,50
00178,chromosphere_100p,0.03359141989207026,14.737716383655979,0.020940639927967908,11,4.5,50
00179,chromosphere_100p,0.0031586377347157498,25.00500180627202,0.9009050456807017,11,4.5,50
00180,chromosphere_100p,0.005169952925407635,22.86513411321682,0.7760113987787918,11,4.5,50
00181,chromosphere_100p,0.0017324926933230816,27.613285883214417,0.9322909964976134,11,4.5,50
00182,chromosphere_100p,0.001804361568948005,27.436764315031446,0.9068758672510739,11,4.5,50
00183,chromosphere_100p,0.004722069689220746,23.258676078077613,0.8831149352627108,11,4.5,50
00184,chromosphere_100p,0.004378977528044175,23.586272835065394,0.7686007169468212,11,4.5,50
00185,chromosphere_100p,0.0009077654191519764,30.420263654987977,0.9130419557768619,11,4.5,50
00186,chromosphere_100p,0.003123689336956062,25.053321649210538,0.8539103854782297,11,4.5,50
00187,chromosphere_100p,0.001498142829279022,28.244467800873224,0.9232808237284189,11,4.5,50
00188,chromosphere_100p,0.002649546454471373,25.7682846160211,0.8980326952951145,11,4.5,50
00189,chromosphere_100p,0.005999921162524467,22.21854456100612,0.8911388731066836,11,4.5,50
00190,chromosphere_100p,0.0018845876469294719,27.24783659916327,0.9027153060451383,11,4.5,50
00191,chromosphere_100p,0.001392313375258175,28.5626300479141,0.9268935605068691,11,4.5,50
00192,chromosphere_100p,0.0022613246774927935,26.456370778490907,0.8798326339310734,11,4.5,50
00193,chromosphere_100p,0.0017084772740305607,27.6739079376236,0.9046864990814356,11,4.5,50
00194,chromosphere_100p,0.0011845539131094237,29.264451682606865,0.9064189564087428,11,4.5,50
00195,chromosphere_100p,0.00226504064519748,26.44924000350221,0.8875931388174649,11,4.5,50
00196,chromosphere_100p,0.0007325053440055842,31.351892025592857,0.9510655825288268,11,4.5,50
00197,chromosphere_100p,0.0023584032891800846,26.273819281257556,0.9136900650191819,11,4.5,50
00198,chromosphere_100p,0.009667196968276386,20.146994326056138,0.8125872503514984,11,4.5,50
00199,chromosphere_100p,0.002599848103617212,25.850520249860725,0.8843711706867907,11,4.5,50
